,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,,precision_score_test,recall_score_test,f1_score_test,status
370,0.383290905,4,gbdt,0.4,3,400,0.0928611,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.742999558,-0.522391156,0.62677086,0.529178151,0.522391156,0.104379704,0.522391156,0.522391156,0.522391156,ok
375,0.359029042,2,gbdt,0.4,3,800,0.087704527,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.734905327,-0.522302244,0.597261465,0.529089239,0.522302244,0.074959221,0.522302244,0.522302244,0.522302244,ok
174,0.2,3,gbdt,0.2,2,45,0.081430783,200,multi_error,750,0.6,1000,3,125,12,multiclass,0.725376858,-0.522272606,0.639475608,0.523072819,0.522272606,0.117203002,0.522272606,0.522272606,0.522272606,ok
458,0.381437563,4,gbdt,0.4,3,400,0.092432152,127,multi_error,1800,0.7,1000,3,50,12,multiclass,0.742251234,-0.522183693,0.62582245,0.524939984,0.522183693,0.103638757,0.522183693,0.522183693,0.522183693,ok
421,0.369949446,3,gbdt,0.5,15,540,0.096291526,127,multi_error,1800,0.5,1000,3,95,12,multiclass,0.741772022,-0.521887318,0.607763134,0.522242968,0.521887318,0.085875816,0.521887318,0.521887318,0.521887318,ok
368,0.348273309,4,gbdt,0.4,3,400,0.095839404,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.746614552,-0.521857681,0.617691806,0.526866424,0.521857681,0.095834125,0.521857681,0.521857681,0.521857681,ok
271,0.6,2,gbdt,0.2,2,45,0.091058056,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.683105564,-0.521768768,0.609126474,0.518508639,0.521768768,0.087357706,0.521768768,0.521768768,0.521768768,ok
326,0.281767615,5,gbdt,0.6,7,540,0.091775863,63,multi_error,1800,1.8,1000,3,100,12,multiclass,0.739068991,-0.521650218,0.563217482,0.514003734,0.521650218,0.041567264,0.521650218,0.521650218,0.521650218,ok
461,0.395236633,4,gbdt,0.4,3,400,0.088072008,127,multi_error,2400,1.2,1000,3,60,12,multiclass,0.726656331,-0.52162058,0.592509534,0.525651285,0.52162058,0.070888954,0.52162058,0.52162058,0.52162058,ok
413,0.374050768,2,gbdt,0.5,15,800,0.089522192,63,multi_error,1800,0.6,1000,3,85,12,multiclass,0.749649643,-0.52162058,0.591215348,0.524584334,0.52162058,0.069594768,0.52162058,0.52162058,0.52162058,ok
366,0.300648575,4,gbdt,0.4,3,400,0.098927223,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.749762513,-0.521531668,0.599049614,0.519486678,0.521531668,0.077517946,0.521531668,0.521531668,0.521531668,ok
205,0.2,2,gbdt,0.4,2,45,0.09503466,200,multi_error,750,0.6,1000,3,50,12,multiclass,0.708869254,-0.521472393,0.684278121,0.519694141,0.521472393,0.162805728,0.521472393,0.521472393,0.521472393,ok
442,0.328505739,4,gbdt,0.5,15,400,0.085142376,63,multi_error,1800,0.6,1000,3,80,12,multiclass,0.747328915,-0.521442755,0.590978246,0.52319137,0.521442755,0.069535491,0.521442755,0.521442755,0.521442755,ok
138,0.2,2,gbdt,0.4,2,270,0.095907823,128,multi_error,750,0.6,1000,3,50,12,multiclass,0.714278845,-0.521413118,0.629290075,0.525384547,0.521413118,0.107876957,0.521413118,0.521413118,0.521413118,ok
279,0.6,1,gbdt,0.6,2,15,0.091687612,255,multi_error,1200,2.4,1000,3,125,12,multiclass,0.685396955,-0.521324205,0.625180297,0.52173913,0.521324205,0.103856092,0.521324205,0.521324205,0.521324205,ok
109,0.2,5,gbdt,0.3,2,45,0.060539617,128,multi_error,1200,1.2,1000,3,150,12,multiclass,0.74243148,-0.521235292,0.585554524,0.518212264,0.521235292,0.064319232,0.521235292,0.521235292,0.521235292,ok
374,0.374447631,2,gbdt,0.4,3,800,0.084099172,127,multi_error,1800,0.6,1000,3,50,12,multiclass,0.720958986,-0.52114638,0.597389895,0.519516315,0.52114638,0.076243515,0.52114638,0.52114638,0.52114638,ok
496,0.380301634,4,gbdt,0.4,3,400,0.091337187,127,multi_error,2400,1.8,1000,3,85,12,multiclass,0.747126214,-0.521116742,0.582403035,0.522598619,0.521116742,0.061286293,0.521116742,0.521116742,0.521116742,ok
202,0.6,5,gbdt,0.1,5,45,0.088990893,200,multi_error,750,2.4,1000,3,125,12,multiclass,0.712956587,-0.521057467,0.599592974,0.523695208,0.521057467,0.078535507,0.521057467,0.521057467,0.521057467,ok
469,0.35965281,4,gbdt,0.5,3,400,0.095544,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.737348789,-0.520968555,0.626168224,0.526718236,0.520968555,0.105199669,0.520968555,0.520968555,0.520968555,ok
429,0.37265536,3,gbdt,0.4,3,540,0.085556623,255,multi_error,1800,1.2,1000,3,75,12,multiclass,0.69570117,-0.52090928,0.591422813,0.519960878,0.52090928,0.070513533,0.52090928,0.52090928,0.52090928,ok
230,0.2,3,gbdt,0.6,2,135,0.065484592,200,multi_error,750,1.2,1000,3,75,12,multiclass,0.733972948,-0.520879642,0.620863053,0.523606295,0.520879642,0.099983411,0.520879642,0.520879642,0.520879642,ok
381,0.376130495,2,gbdt,0.3,3,270,0.085054466,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.725524266,-0.520850004,0.621801585,0.529148514,0.520850004,0.100951581,0.520850004,0.520850004,0.520850004,ok
186,0.4,2,gbdt,0.6,10,135,0.082108715,255,multi_error,1800,1.2,1000,3,125,12,multiclass,0.711544215,-0.520494354,0.618906957,0.52606621,0.520494354,0.098412603,0.520494354,0.520494354,0.520494354,ok
403,0.386610447,4,gbdt,0.2,5,540,0.094176995,255,multi_error,2400,0.6,1000,3,90,12,multiclass,0.732321928,-0.520494354,0.590158266,0.52366557,0.520494354,0.069663912,0.520494354,0.520494354,0.520494354,ok
346,0.36950227,2,gbdt,0.2,15,400,0.090442208,127,multi_error,1800,0.7,1000,3,110,12,multiclass,0.723465412,-0.520494354,0.579152753,0.518508639,0.520494354,0.058658399,0.520494354,0.520494354,0.520494354,ok
447,0.388819426,4,gbdt,0.4,3,400,0.094198158,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.738922224,-0.520375804,0.624429472,0.527607362,0.520375804,0.104053668,0.520375804,0.520375804,0.520375804,ok
155,0.4,2,gbdt,0.6,2,135,0.063846709,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.701542939,-0.520346166,0.602359171,0.525858748,0.520346166,0.082013005,0.520346166,0.520346166,0.520346166,ok
484,0.34636911,4,gbdt,0.6,3,400,0.097725448,127,multi_error,1800,0.6,1000,3,90,12,multiclass,0.663863278,-0.520286891,0.614066112,0.520286891,0.520286891,0.093779221,0.520286891,0.520286891,0.520286891,ok
474,0.36538999,5,gbdt,0.6,3,270,0.089361412,127,multi_error,1800,1,1000,3,50,12,multiclass,0.730884938,-0.520286891,0.602260378,0.522746807,0.520286891,0.081973487,0.520286891,0.520286891,0.520286891,ok
201,0.4,2,gbdt,0.2,2,45,0.097044324,200,multi_error,1200,1.2,1000,3,75,12,multiclass,0.697039719,-0.520227616,0.61818577,0.514744673,0.520227616,0.097958154,0.520227616,0.520227616,0.520227616,ok
133,0.2,2,gbdt,0.4,2,270,0.052739736,128,multi_error,750,0.6,1000,3,100,12,multiclass,0.712067666,-0.520227616,0.585554524,0.517530601,0.520227616,0.065326908,0.520227616,0.520227616,0.520227616,ok
273,0.6,1,gbdt,0.1,2,45,0.092896527,255,multi_error,1200,1.2,1000,3,125,12,multiclass,0.687648437,-0.520168341,0.674329691,0.524910346,0.520168341,0.15416135,0.520168341,0.520168341,0.520168341,ok
126,0.3,5,gbdt,0.4,2,270,0.070802239,200,multi_error,1200,0.6,1000,3,150,12,multiclass,0.739582483,-0.520138704,0.618659975,0.525384547,0.520138704,0.098521271,0.520138704,0.520138704,0.520138704,ok
485,0.360833307,4,gbdt,0.4,3,400,0.08889257,127,multi_error,1800,1.2,1000,3,80,12,multiclass,0.715013139,-0.520109066,0.596461244,0.525769835,0.520109066,0.076352178,0.520109066,0.520109066,0.520109066,ok
464,0.382836065,4,gbdt,0.4,3,400,0.089136249,127,multi_error,1800,3.2,1000,3,55,12,multiclass,0.749814294,-0.520079429,0.564017704,0.51874574,0.520079429,0.043938275,0.520079429,0.520079429,0.520079429,ok
498,0.333494483,4,gbdt,0.5,7,400,0.08827603,63,multi_error,1800,1,1000,3,80,12,multiclass,0.74508103,-0.519931241,0.594179131,0.52571056,0.519931241,0.07424789,0.519931241,0.519931241,0.519931241,ok
387,0.395773638,5,gbdt,0.4,3,270,0.083417873,127,multi_error,1800,1,1000,3,70,12,multiclass,0.727501477,-0.519901603,0.619875126,0.525918023,0.519901603,0.099973523,0.519901603,0.519901603,0.519901603,ok
398,0.363763319,4,gbdt,0.1,5,400,0.086332752,255,multi_error,1800,0.6,1000,3,85,12,multiclass,0.719337546,-0.519842328,0.58901227,0.515041048,0.519842328,0.069169942,0.519842328,0.519842328,0.519842328,ok
180,0.2,2,gbdt,0.1,10,45,0.07606486,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.741911918,-0.519783053,0.59965225,0.518034439,0.519783053,0.079869197,0.519783053,0.519783053,0.519783053,ok
311,0.351114339,5,gbdt,0.6,7,540,0.075060474,63,multi_error,1800,0.7,1000,3,120,12,multiclass,0.710972813,-0.519427403,0.576406315,0.520850004,0.519427403,0.056978912,0.519427403,0.519427403,0.519427403,ok
159,0.6,2,gbdt,0.6,10,135,0.067990797,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.662994079,-0.519368128,0.59200569,0.516878575,0.519368128,0.072637562,0.519368128,0.519368128,0.519368128,ok
106,0.6,5,gbdt,0.2,10,135,0.089548162,255,multi_error,1800,0.8,1000,3,125,12,multiclass,0.675938319,-0.51933849,0.649058505,0.527162799,0.51933849,0.129720015,0.51933849,0.51933849,0.51933849,ok
104,0.3,5,gbdt,0.6,5,15,0.075459232,128,multi_error,1200,2.4,1000,3,150,12,multiclass,0.727838514,-0.51933849,0.589387683,0.518093714,0.51933849,0.070049193,0.51933849,0.51933849,0.51933849,ok
136,0.3,2,gbdt,0.4,2,270,0.056279876,200,multi_error,750,0.6,1000,3,100,12,multiclass,0.669189889,-0.519279215,0.627709391,0.520494354,0.519279215,0.108430176,0.519279215,0.519279215,0.519279215,ok
103,0.6,2,gbdt,0.1,5,270,0.053563996,255,multi_error,1200,2.4,1000,3,150,12,multiclass,0.715306522,-0.519249578,0.577957361,0.518419727,0.519249578,0.058707783,0.519249578,0.519249578,0.519249578,ok
397,0.376424964,3,gbdt,0.2,5,540,0.0993431,255,multi_error,2400,1,1000,3,95,12,multiclass,0.747576398,-0.519131028,0.581721365,0.519664503,0.519131028,0.062590337,0.519131028,0.519131028,0.519131028,ok
405,0.318827814,2,gbdt,0.5,7,800,0.095115531,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.716636164,-0.519071752,0.581691727,0.523072819,0.519071752,0.062619975,0.519071752,0.519071752,0.519071752,ok
16,0.2,8,gbdt,0.4,0.4,5,0.1,255,multi_error,500,0.4,1000,3,200,12,multiclass,0.8,-0.519042115,0.720189287,0.522717169,0.519042115,0.201147172,0.519042115,0.519042115,0.519042115,ok
315,0.331353263,4,gbdt,0.1,3,400,0.095385352,127,multi_error,1800,0.7,1000,3,120,12,multiclass,0.720257175,-0.518953202,0.582422793,0.519279215,0.518953202,0.063469591,0.518953202,0.518953202,0.518953202,ok
379,0.388973798,2,gbdt,0.4,3,800,0.090194361,127,multi_error,3200,1,1000,3,55,12,multiclass,0.729717237,-0.518953202,0.568542412,0.519545953,0.518953202,0.04958921,0.518953202,0.518953202,0.518953202,ok
350,0.306657534,2,gbdt,0.1,3,270,0.086873411,255,multi_error,1800,0.7,1000,3,105,12,multiclass,0.721431781,-0.518834652,0.584280097,0.514211197,0.518834652,0.065445445,0.518834652,0.518834652,0.518834652,ok
435,0.240122371,5,gbdt,0.3,15,400,0.082347814,255,multi_error,1800,0.6,1000,3,60,12,multiclass,0.741004804,-0.518775377,0.563494102,0.513588809,0.518775377,0.044718725,0.518775377,0.518775377,0.518775377,ok
78,0.2,8,gbdt,0.8,2,5,0.075,255,multi_error,500,0.2,1000,3,200,12,multiclass,0.66,-0.518656827,0.729594357,0.52162058,0.518656827,0.21093753,0.518656827,0.518656827,0.518656827,ok
322,0.378706271,5,gbdt,0.1,3,540,0.07566136,127,multi_error,1800,0.7,1000,3,100,12,multiclass,0.73930028,-0.518597552,0.581148367,0.513322071,0.518597552,0.062550815,0.518597552,0.518597552,0.518597552,ok
149,0.2,2,gbdt,0.6,2,15,0.050301452,255,multi_error,750,0.8,1000,3,150,12,multiclass,0.663752118,-0.518567914,0.615824623,0.520405441,0.518567914,0.097256709,0.518567914,0.518567914,0.518567914,ok
295,0.6,2,gbdt,0.3,5,45,0.072170797,255,multi_error,750,2.4,1000,3,75,12,multiclass,0.688134732,-0.518508639,0.613908044,0.520375804,0.518508639,0.095399405,0.518508639,0.518508639,0.518508639,ok
345,0.342037461,3,gbdt,0.5,15,270,0.085731668,127,multi_error,1800,0.6,1000,3,80,12,multiclass,0.705090812,-0.518449364,0.59677738,0.517619513,0.518449364,0.078328016,0.518449364,0.518449364,0.518449364,ok
467,0.259435846,4,gbdt,0.4,3,400,0.091099733,127,multi_error,1800,0.6,1000,3,60,12,multiclass,0.742546988,-0.518330814,0.58287724,0.524643609,0.518330814,0.064546426,0.518330814,0.518330814,0.518330814,ok
409,0.309975463,4,gbdt,0.4,5,540,0.092475495,127,multi_error,2400,0.6,1000,3,95,12,multiclass,0.73572333,-0.518330814,0.578352532,0.515722711,0.518330814,0.060021718,0.518330814,0.518330814,0.518330814,ok
489,0.384409046,4,gbdt,0.4,3,400,0.094023547,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.738749706,-0.518182626,0.599286716,0.524821434,0.518182626,0.08110409,0.518182626,0.518182626,0.518182626,ok
287,0.3,2,gbdt,0.6,2,45,0.086959197,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.676252629,-0.518123351,0.606923396,0.519694141,0.518123351,0.088800045,0.518123351,0.518123351,0.518123351,ok
377,0.379750446,2,gbdt,0.1,3,800,0.089336654,127,multi_error,1800,0.6,1000,3,60,12,multiclass,0.739487382,-0.518093714,0.581089091,0.517945526,0.518093714,0.062995377,0.518093714,0.518093714,0.518093714,ok
378,0.395372455,2,gbdt,0.2,3,800,0.09174822,127,multi_error,1800,1.2,1000,3,50,12,multiclass,0.738000724,-0.518034439,0.582778447,0.520168341,0.518034439,0.064744008,0.518034439,0.518034439,0.518034439,ok
269,0.3,2,gbdt,0.6,10,270,0.08152713,255,multi_error,1800,0.8,1000,3,125,12,multiclass,0.709799911,-0.517975164,0.594801525,0.513381346,0.517975164,0.076826361,0.517975164,0.517975164,0.517975164,ok
143,0.3,5,gbdt,0.2,2,270,0.075208739,255,multi_error,1800,1.2,1000,3,75,12,multiclass,0.738779723,-0.517975164,0.580980419,0.515396698,0.517975164,0.063005255,0.517975164,0.517975164,0.517975164,ok
99,0.2,8,gbdt,0.8,2,1,0.075,255,multi_error,500,0.2,1000,3,200,12,multiclass,0.66,-0.517826976,0.739147616,0.519190303,0.517826976,0.22132064,0.517826976,0.517826976,0.517826976,ok
416,0.304133875,5,gbdt,0.6,3,270,0.093867054,127,multi_error,2400,0.6,1000,3,90,12,multiclass,0.726822857,-0.517826976,0.587461224,0.520672179,0.517826976,0.069634248,0.517826976,0.517826976,0.517826976,ok
266,0.2,1,gbdt,0.4,2,45,0.082297603,255,multi_error,1200,1.2,1000,3,125,12,multiclass,0.696339659,-0.517767701,0.592746636,0.514715035,0.517767701,0.074978935,0.517767701,0.517767701,0.517767701,ok
296,0.3,2,gbdt,0.6,2,45,0.088439594,255,multi_error,1800,0.6,1000,3,125,12,multiclass,0.711107805,-0.517767701,0.58737231,0.5172935,0.517767701,0.069604609,0.517767701,0.517767701,0.517767701,ok
391,0.339166797,2,gbdt,0.3,5,800,0.097363132,255,multi_error,1800,0.6,1000,3,90,12,multiclass,0.722012778,-0.517589876,0.592213155,0.52378412,0.517589876,0.074623279,0.517589876,0.517589876,0.517589876,ok
479,0.369877281,3,gbdt,0.4,15,540,0.090739792,127,multi_error,3200,0.6,1000,3,70,12,multiclass,0.743891247,-0.517471326,0.569639011,0.517915889,0.517471326,0.052167685,0.517471326,0.517471326,0.517471326,ok
238,0.2,3,gbdt,0.6,2,270,0.06325354,255,multi_error,1200,0.6,1000,3,125,12,multiclass,0.730840319,-0.517263863,0.581069333,0.522835719,0.517263863,0.06380547,0.517263863,0.517263863,0.517263863,ok
473,0.354824782,3,gbdt,0.4,15,540,0.087891671,127,multi_error,3200,1.2,1000,3,65,12,multiclass,0.740565548,-0.517115675,0.558939756,0.514596485,0.517115675,0.041824081,0.517115675,0.517115675,0.517115675,ok
386,0.342356641,2,gbdt,0.4,3,800,0.094516949,127,multi_error,2400,1.2,1000,3,60,12,multiclass,0.730786324,-0.5170564,0.561320662,0.520286891,0.5170564,0.044264262,0.5170564,0.5170564,0.5170564,ok
328,0.314221911,3,gbdt,0.5,7,270,0.098756933,63,multi_error,2400,1.8,1000,3,50,12,multiclass,0.728810656,-0.516967488,0.56719883,0.523221007,0.516967488,0.050231342,0.516967488,0.516967488,0.516967488,ok
162,0.4,3,gbdt,0.2,2,15,0.056184764,255,multi_error,750,2.4,1000,3,75,12,multiclass,0.686348068,-0.516878575,0.588093497,0.516848937,0.516878575,0.071214922,0.516878575,0.516878575,0.516878575,ok
351,0.251753332,3,gbdt,0.3,15,540,0.09506245,127,multi_error,1800,0.5,1000,3,120,12,multiclass,0.727923834,-0.516878575,0.565371164,0.514922498,0.516878575,0.048492589,0.516878575,0.516878575,0.516878575,ok
110,0.4,1,gbdt,0.3,2,135,0.064493321,128,multi_error,1800,2.4,1000,3,50,12,multiclass,0.720575917,-0.516848937,0.579498528,0.521116742,0.516848937,0.062649591,0.516848937,0.516848937,0.516848937,ok
430,0.294203487,4,gbdt,0.3,5,270,0.092711829,63,multi_error,1800,1,1000,3,65,12,multiclass,0.692045159,-0.51670075,0.569441426,0.513677721,0.51670075,0.052740676,0.51670075,0.51670075,0.51670075,ok
334,0.291509987,4,gbdt,0.3,7,540,0.089876418,63,multi_error,1800,0.7,1000,3,95,12,multiclass,0.749494213,-0.516434012,0.578125309,0.520020154,0.516434012,0.061691297,0.516434012,0.516434012,0.516434012,ok
395,0.356774379,2,gbdt,0.3,5,400,0.088314037,255,multi_error,1800,1.8,1000,3,80,12,multiclass,0.704120645,-0.516285824,0.569955148,0.513796272,0.516285824,0.053669324,0.516285824,0.516285824,0.516285824,ok
304,0.390066692,4,gbdt,0.1,3,540,0.08381797,255,multi_error,1800,0.6,1000,3,60,12,multiclass,0.711372605,-0.515870899,0.586275711,0.513796272,0.515870899,0.070404812,0.515870899,0.515870899,0.515870899,ok
408,0.36039643,3,gbdt,0.3,3,400,0.096599965,63,multi_error,3200,1,1000,3,80,12,multiclass,0.723681598,-0.515574524,0.568166999,0.514329747,0.515574524,0.052592475,0.515574524,0.515574524,0.515574524,ok
207,0.3,2,gbdt,0.6,2,270,0.07908237,200,multi_error,1200,2.4,1000,3,75,12,multiclass,0.734693508,-0.515515249,0.586048487,0.524584334,0.515515249,0.070533238,0.515515249,0.515515249,0.515515249,ok
114,0.2,3,gbdt,0.3,10,135,0.062342606,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.742895934,-0.515485611,0.553802533,0.515544886,0.515485611,0.038316922,0.515485611,0.515485611,0.515485611,ok
488,0.340980457,4,gbdt,0.5,3,400,0.094591962,127,multi_error,2400,3.2,1000,3,95,12,multiclass,0.724786184,-0.515426336,0.549761909,0.518567914,0.515426336,0.034335573,0.515426336,0.515426336,0.515426336,ok
336,0.307305931,4,gbdt,0.2,5,270,0.096565251,63,multi_error,2400,0.5,1000,3,65,12,multiclass,0.713067054,-0.515337423,0.572533639,0.517441688,0.515337423,0.057196216,0.515337423,0.515337423,0.515337423,ok
426,0.334411454,2,gbdt,0.4,3,800,0.076716681,255,multi_error,3200,1.8,1000,3,80,12,multiclass,0.714002838,-0.515307786,0.545355753,0.511751282,0.515307786,0.030047967,0.515307786,0.515307786,0.515307786,ok
459,0.222465221,4,gbdt,0.4,3,400,0.096035463,127,multi_error,1800,1.8,1000,3,60,12,multiclass,0.744122418,-0.515278148,0.558406275,0.519634866,0.515278148,0.043128127,0.515278148,0.515278148,0.515278148,ok
320,0.330196117,5,gbdt,0.6,7,400,0.075168331,63,multi_error,1800,1.8,1000,3,125,12,multiclass,0.747417378,-0.515100323,0.57510225,0.523695208,0.515100323,0.060001927,0.515100323,0.515100323,0.515100323,ok
420,0.356037324,4,gbdt,0.3,3,400,0.098156894,255,multi_error,3200,0.6,1000,3,105,12,multiclass,0.748594916,-0.515041048,0.580002371,0.521709493,0.515041048,0.064961323,0.515041048,0.515041048,0.515041048,ok
144,0.2,1,gbdt,0.3,10,270,0.083041921,128,multi_error,1200,2.4,1000,3,100,12,multiclass,0.744767067,-0.514981773,0.543093399,0.507305652,0.514981773,0.028111626,0.514981773,0.514981773,0.514981773,ok
313,0.383420016,4,gbdt,0.2,3,400,0.087765874,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.674480559,-0.514952135,0.596698346,0.518953202,0.514952135,0.081746211,0.514952135,0.514952135,0.514952135,ok
258,0.2,2,gbdt,0.6,2,45,0.084786569,255,multi_error,750,1.2,1000,3,100,12,multiclass,0.691316697,-0.51465576,0.604917903,0.517856614,0.51465576,0.090262143,0.51465576,0.51465576,0.51465576,ok
356,0.226819297,4,gbdt,0.4,3,400,0.096368543,255,multi_error,1800,0.6,1000,3,125,12,multiclass,0.742885919,-0.514507572,0.579300942,0.522687531,0.514507572,0.06479337,0.514507572,0.514507572,0.514507572,ok
396,0.351399783,4,gbdt,0.3,5,800,0.095753029,255,multi_error,3200,1.2,1000,3,90,12,multiclass,0.733604671,-0.514477935,0.562012211,0.512877508,0.514477935,0.047534276,0.514477935,0.514477935,0.514477935,ok
431,0.357953032,2,gbdt,0.4,3,800,0.092072294,127,multi_error,1800,0.6,1000,3,100,12,multiclass,0.684078586,-0.514329747,0.589486475,0.512788595,0.514329747,0.075156728,0.514329747,0.514329747,0.514329747,ok
390,0.334129129,4,gbdt,0.3,5,400,0.098512991,255,multi_error,3200,3.2,1000,3,85,12,multiclass,0.745678479,-0.514270472,0.546491869,0.511869832,0.514270472,0.032221397,0.514270472,0.514270472,0.514270472,ok
276,0.2,2,gbdt,0.6,10,270,0.083372352,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.668176171,-0.514240835,0.592845429,0.514952135,0.514240835,0.078604594,0.514240835,0.514240835,0.514240835,ok
476,0.205063223,4,gbdt,0.4,3,400,0.086853351,127,multi_error,1800,3.2,1000,3,60,12,multiclass,0.749869963,-0.514211197,0.541413922,0.516404374,0.514211197,0.027202725,0.514211197,0.514211197,0.514211197,ok
332,0.260343608,5,gbdt,0.2,7,270,0.092356047,63,multi_error,2400,0.5,1000,3,115,12,multiclass,0.733401087,-0.51418156,0.563622533,0.512818233,0.51418156,0.049440973,0.51418156,0.51418156,0.51418156,ok
341,0.399312033,3,gbdt,0.5,15,400,0.081513995,127,multi_error,3200,0.7,1000,3,125,12,multiclass,0.728238936,-0.514151922,0.558722412,0.51044723,0.514151922,0.04457049,0.514151922,0.514151922,0.514151922,ok
493,0.351371536,5,gbdt,0.4,15,540,0.086702712,127,multi_error,3200,0.6,1000,3,70,12,multiclass,0.742429001,-0.514092647,0.562624726,0.517856614,0.514092647,0.048532079,0.514092647,0.514092647,0.514092647,ok
432,0.277161727,4,gbdt,0.5,3,400,0.087095845,255,multi_error,1800,3.2,1000,3,75,12,multiclass,0.744708434,-0.514003734,0.551362352,0.515455973,0.514003734,0.037358618,0.514003734,0.514003734,0.514003734,ok
444,0.304087033,5,gbdt,0.1,5,270,0.095233244,255,multi_error,3200,0.6,1000,3,60,12,multiclass,0.743041458,-0.513914822,0.557714726,0.514477935,0.513914822,0.043799904,0.513914822,0.513914822,0.513914822,ok
329,0.282398409,5,gbdt,0.6,7,540,0.096852423,63,multi_error,1800,1.8,1000,3,100,12,multiclass,0.737823694,-0.513796272,0.563029776,0.518479002,0.513796272,0.049233504,0.513796272,0.513796272,0.513796272,ok
335,0.29995453,5,gbdt,0.6,15,540,0.086098926,63,multi_error,1800,1.2,1000,3,85,12,multiclass,0.701315552,-0.513796272,0.55235028,0.510773243,0.513796272,0.038554008,0.513796272,0.513796272,0.513796272,ok
342,0.343422967,3,gbdt,0.5,15,800,0.086152187,127,multi_error,1800,0.7,1000,3,105,12,multiclass,0.717739587,-0.513766634,0.56366205,0.518805015,0.513766634,0.049895416,0.513766634,0.513766634,0.513766634,ok
417,0.347776937,2,gbdt,0.4,7,800,0.091027777,127,multi_error,1800,1.2,1000,3,75,12,multiclass,0.703237566,-0.513736997,0.568087965,0.512847871,0.513736997,0.054350968,0.513736997,0.513736997,0.513736997,ok
364,0.274362292,4,gbdt,0.3,5,270,0.093994914,63,multi_error,2400,0.5,1000,3,95,12,multiclass,0.731735168,-0.513559171,0.570053941,0.516315462,0.513559171,0.05649477,0.513559171,0.513559171,0.513559171,ok
243,0.6,5,gbdt,0.1,2,135,0.078643009,200,multi_error,750,2.4,1000,3,150,12,multiclass,0.69951195,-0.513470259,0.588804805,0.51921994,0.513470259,0.075334546,0.513470259,0.513470259,0.513470259,ok
327,0.2890823,4,gbdt,0.6,7,400,0.091284124,63,multi_error,1800,1.8,1000,3,90,12,multiclass,0.740522603,-0.513470259,0.56611211,0.517115675,0.513470259,0.052641851,0.513470259,0.513470259,0.513470259,ok
362,0.264638171,4,gbdt,0.6,3,400,0.09744508,127,multi_error,3200,1.2,1000,3,100,12,multiclass,0.740814885,-0.513440621,0.551016577,0.511899469,0.513440621,0.037575956,0.513440621,0.513440621,0.513440621,ok
399,0.326265454,5,gbdt,0.3,7,270,0.082060716,255,multi_error,1800,3.2,1000,3,75,12,multiclass,0.706942167,-0.513410984,0.544585169,0.508876441,0.513410984,0.031174185,0.513410984,0.513410984,0.513410984,ok
481,0.248999489,4,gbdt,0.1,3,400,0.089883806,127,multi_error,2400,0.6,1000,3,60,12,multiclass,0.718774455,-0.513173883,0.55002865,0.510150855,0.513173883,0.036854767,0.513173883,0.513173883,0.513173883,ok
333,0.275397677,3,gbdt,0.5,7,400,0.092861449,63,multi_error,1800,1.8,1000,3,105,12,multiclass,0.723281986,-0.513114608,0.561231748,0.517500963,0.513114608,0.04811714,0.513114608,0.513114608,0.513114608,ok
331,0.228363491,4,gbdt,0.4,7,540,0.089475373,63,multi_error,1800,3.2,1000,3,100,12,multiclass,0.744330221,-0.51272932,0.535525874,0.513440621,0.51272932,0.022796554,0.51272932,0.51272932,0.51272932,ok
158,0.2,2,gbdt,0.3,5,15,0.052486978,255,multi_error,750,0.8,1000,3,150,12,multiclass,0.678204584,-0.512670045,0.606468949,0.517678788,0.512670045,0.093798904,0.512670045,0.512670045,0.512670045,ok
294,0.2,2,gbdt,0.6,2,45,0.084839156,255,multi_error,1200,0.6,1000,3,125,12,multiclass,0.701501407,-0.512284757,0.58137559,0.516641475,0.512284757,0.069090833,0.512284757,0.512284757,0.512284757,ok
392,0.312673767,4,gbdt,0.3,5,400,0.09688175,255,multi_error,2400,0.5,1000,3,80,12,multiclass,0.712988051,-0.512225482,0.569856355,0.516374737,0.512225482,0.057630873,0.512225482,0.512225482,0.512225482,ok
